Block Name,Point ID,k,nu,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude
internalMesh,179,0.00040073,0.000136744,0.000267525,1.49907,0.00251206,0,-0.34,9,9.00642,-6.60366e-08,0.000516237,0.440581,0.440581
internalMesh,180,0.000441591,0.000130161,0.000258547,1.69474,0.00251181,0,-0.35,9,9.0068,-6.14982e-08,0.000488806,0.435763,0.435764
internalMesh,181,0.000441591,0.000130161,0.000258547,1.69474,0.00251181,0,-0.35,9,9.0068,-6.14982e-08,0.000488806,0.435763,0.435764
internalMesh,182,0.000488922,0.000123706,0.000244984,1.9212,0.00251157,0,-0.36,9,9.0072,-5.72254e-08,0.000456043,0.430081,0.430081
internalMesh,183,0.000488922,0.000123706,0.000244984,1.9212,0.00251157,0,-0.36,9,9.0072,-5.72254e-08,0.000456043,0.430081,0.430081
internalMesh,184,0.000542961,0.00011754,0.000229743,2.18764,0.00251128,0,-0.37,9,9.0076,-5.3682e-08,0.000417512,0.423337,0.423337
internalMesh,185,0.000542961,0.00011754,0.000229743,2.18764,0.00251128,0,-0.37,9,9.0076,-5.3682e-08,0.000417512,0.423337,0.423337
internalMesh,186,0.000603057,0.00011197,0.000217371,2.50643,0.0025109,0,-0.38,9,9.00802,-5.14883e-08,0.000373535,0.415369,0.415369
internalMesh,187,0.000603057,0.00011197,0.000217371,2.50643,0.0025109,0,-0.38,9,9.00802,-5.14883e-08,0.000373535,0.415369,0.415369
internalMesh,188,0.000667137,0.000107048,0.000207341,2.8923,0.00251043,0,-0.39,9,9.00845,-5.1371e-08,0.000325718,0.406074,0.406074
internalMesh,189,0.000667137,0.000107048,0.000207341,2.8923,0.00251043,0,-0.39,9,9.00845,-5.1371e-08,0.000325718,0.406074,0.406074
internalMesh,190,0.000731766,0.000102605,0.000197803,3.35264,0.00250989,0,-0.4,9,9.00888,-5.37102e-08,0.000276001,0.39535,0.39535
internalMesh,191,0.000731766,0.000102605,0.000197803,3.35264,0.00250989,0,-0.4,9,9.00888,-5.37102e-08,0.000276001,0.39535,0.39535
internalMesh,192,0.000792851,9.84273e-05,0.000186907,3.89167,0.00250928,0,-0.41,9,9.00933,-5.86351e-08,0.000226314,0.383049,0.383049
internalMesh,193,0.000828481,9.56803e-05,0.000177848,4.3201,0.00250886,0,-0.416667,9,9.00964,-6.35492e-08,0.000194383,0.373637,0.373637
internalMesh,194,0.000828481,9.56803e-05,0.000177848,4.3201,0.00250886,0,-0.416667,9,9.00964,-6.35492e-08,0.000194383,0.373637,0.373637
internalMesh,195,0.000828481,9.56803e-05,0.000177848,4.3201,0.00250886,0,-0.416667,9,9.00964,-6.35492e-08,0.000194383,0.373637,0.373637
internalMesh,196,0.000846297,9.43068e-05,0.000173318,4.53432,0.00250864,0,-0.42,9,9.00979,-6.60062e-08,0.000178417,0.368931,0.368931
internalMesh,197,0.000846297,9.43068e-05,0.000173318,4.53432,0.00250864,0,-0.42,9,9.00979,-6.60062e-08,0.000178417,0.368931,0.368931
internalMesh,198,0.000887292,9.00317e-05,0.000156022,5.33908,0.00250799,0,-0.43,9,9.01027,-7.50562e-08,0.000133932,0.352607,0.352607
internalMesh,199,0.000887292,9.00317e-05,0.000156022,5.33908,0.00250799,0,-0.43,9,9.01027,-7.50562e-08,0.000133932,0.352607,0.352607
internalMesh,200,0.000908874,8.53746e-05,0.000134183,6.4153,0.00250733,0,-0.44,9,9.01075,-8.37812e-08,9.43382e-05,0.333414,0.333414
internalMesh,201,0.000908874,8.53746e-05,0.000134183,6.4153,0.00250733,0,-0.44,9,9.01075,-8.37812e-08,9.43382e-05,0.333414,0.333414
internalMesh,202,0.000899627,8.00948e-05,0.000107802,7.97777,0.00250672,0,-0.45,9,9.01124,-8.80019e-08,6.09417e-05,0.310206,0.310206
internalMesh,203,0.000899627,8.00948e-05,0.000107802,7.97777,0.00250672,0,-0.45,9,9.01124,-8.80019e-08,6.09417e-05,0.310206,0.310206
internalMesh,204,0.000837894,7.39487e-05,7.77969e-05,10.4973,0.0025062,0,-0.46,9,9.01175,-7.99133e-08,3.47921e-05,0.280898,0.280898
internalMesh,205,0.000837894,7.39487e-05,7.77969e-05,10.4973,0.0025062,0,-0.46,9,9.01175,-7.99133e-08,3.47921e-05,0.280898,0.280898
internalMesh,206,0.000680958,6.68412e-05,4.64296e-05,15.2344,0.00250581,0,-0.47,9,9.01226,-4.55042e-08,1.64743e-05,0.241459,0.241459
internalMesh,207,0.000680958,6.68412e-05,4.64296e-05,15.2344,0.00250581,0,-0.47,9,9.01226,-4.55042e-08,1.64743e-05,0.241459,0.241459
internalMesh,208,0.000374057,5.98023e-05,1.78315e-05,27.4533,0.00250559,0,-0.48,9,9.01279,3.52116e-08,5.48147e-06,0.184078,0.184078
internalMesh,209,0.000374057,5.98023e-05,1.78315e-05,27.4533,0.00250559,0,-0.48,9,9.01279,3.52116e-08,5.48147e-06,0.184078,0.184078
internalMesh,210,0.000140951,5.4777e-05,2.73049e-06,102.228,0.0025055,0,-0.49,9,9.01333,6.89588e-08,7.16599e-07,0.101819,0.101819
internalMesh,211,0.000140951,5.4777e-05,2.73049e-06,102.228,0.0025055,0,-0.49,9,9.01333,6.89588e-08,7.16599e-07,0.101819,0.101819
internalMesh,212,0.000105408,5.20453e-05,0,167.94,0.00250548,0,-0.5,9,9.01388,0,0,0,0
